title,property size,total price,price per metr,room count,build year,floor count,total floor,characteristics,features,description,url,crawl date
اپارتمان90مترظفر2خواب/روبه افتاب,90,17٬800٬000٬000 تومان,197٬777٬000 تومان,2,1402,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"________________ظفر________________
•••••••••••••••••••••••••••••••••••••••••••••••
اپارتمان90متر2خواب

5طبقه2واحدی

روبه افتاب

سرایداری مقیم

فروشنده واقعی

•••••••••••••••••••••••••••••••••••••••••••••••
---------------------------------------------------------
مشاور شما سلطانی
---------------------------------------------------------",https://divar.ir/v/اپارتمان۹۰مترظفر۲خواب-روبه-افتاب/wZVy9udE,2025-02-15
127 متر دروس بدون مشابه,127,18٬000٬000٬000 تومان,141٬732٬000 تومان,3,1385,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"نور و نقشه بینظیر 
مشاعات بی همتا 
فول امکانات
نگهبانی 24 ساعته 
دسترسی عالی به شریعتی و مرکز خرید
مشاور شما شایان رفتاری 
با 20 سال سابقه درخشان
با یک تماس چند واحد بازدید کنید",https://divar.ir/v/۱۲۷-متر-دروس-بدون-مشابه/wZnyByot,2025-02-15
فروش آپارتمان دوخواب درپرند,95,360٬000٬000 تومان,3٬789٬000 تومان,2,1403,2,4,تعداد واحد در طبقه: ۴ | سند: سایر | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"به نام خدا
باسلام
فروش آپارتمان درپرند
4طبقه 16واحدی
دوخواب
پارکینگ مسقف،انباری،آسانسور
دارای440میلیون اقساط که طی 11قسط40میلیونی هر6ماه 40میلیون به حساب بانک مسکن واریز میشود
می‌شودقابل استعلام ازراه وشهرسازی ولنلاین ازسامانه
قابل انتقال دردفاتررسمی
بحراتوبان بهترین لوکیشن برای سرمایه گذاری مطمئن
تهاترباملک ،ماشین وطلا
مشاورشما خانم شکیبا",https://divar.ir/v/فروش-آپارتمان-دوخواب-درپرند/wZvp75NL,2025-02-15
فروش آپارتمان 57 متری 2 خوابه در خلیج فارس,57,2٬800٬000٬000 تومان,49٬122٬000 تومان,2,1380,Not Found,Not Found,سند: تک‌برگ | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ ندارد | انباری | بالکن | جنس کف سرامیک | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,خوش نقشه ویو عالی (اکواریوم )دور تا دور پنجره دوبر اتاق خواب بزرگ و مستر دارای بالکن,https://divar.ir/v/فروش-آپارتمان-۵۷-متری-۲-خوابه-در-خلیج-فارس/wZwemVSv,2025-02-15
110 متر 2 خواب/دیزاین شده/شهران,110,12٬700٬000٬000 تومان,115٬454٬000 تومان,2,1391,1,5,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش اسپلیت | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"110 متر
2 خواب
تکواحدی
نور و نقشه استثنایی
دیزاین شده بی نظیر

فول امکانات

شهران (طوقانی)

مالک فروشنده 100٪

بازدید با هماهنگی
ناصری",https://divar.ir/v/۱۱۰-متر-۲-خواب-دیزاین-شده-شهران/wZsWWkpr,2025-02-15
100متر دوخواب ملک دوکله از دوکوچه (بلوار بعثت),100,11٬300٬000٬000 تومان,113٬000٬000 تومان,2,1390,4,5,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ | انباری | بالکن | جنس کف پارکت لمینت | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"سالن پرده خور
قابلیت صددرصد دودست مبلمان
اتاق خوابها بزرگ وجادار 
صفرتاصد بازسازی
5طبقه دواحدی
امکان رهن تا1/700
دربهترین لوکیشن بلواربعثت
بشتابید وقت تنگ است
سند اماده
مالک فروشنده
بازدید ازاد
یک درصد کمسیون حق الزحمه بنده

جهت توضیحات تکمیلی بامن تماس بگیر

مهردادهستم کارشناس امور ملکی بابیش از10سال درمنطقه 5",https://divar.ir/v/۱۰۰متر-دوخواب-ملک-دوکله-از-دوکوچه-بلوار-بعثت/wZWaBmnI,2025-02-15
100متر/عروسک‌دلبازخوش نقشه/2پارکینگ+مهمان/مشابه130,100,9٬900٬000٬000 تومان,99٬000٬000 تومان,2,1397,Not Found,Not Found,سند: تک‌برگ | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش فن کوئل | تأمین‌کننده آب گرم پکیج,"سلام عرض ادب 
لطفا مشخصات کامل بخوانید 
جهت بازدید فقط تماس بگیرید

✅این اگهی واقعی میباشد 
نقشه و مشابه‌ بودن این واحد‌پیدا نخواهیدکرد
واحد لاکچری عروسک همه چیز تمام

تخفیف چشم گیر پای قرار داد میدم
⭐️مورد پسند بود باهم راه میایم

✅12متر َبر مربوط به واحدم هست
بدون‌ مشابه در منطقه عکس فیلم ها بادقت ببینید

⭐️خودم مالک‌ و از اول فروردین 95 کلید نخورده‌تحویل گرفتم و ساکن هستم 
  
⭐️(فول امکانات)
 ✅ تهران‌نو‌ خ یونسیان‌خ‌اشراقی 
⭐️نورگیر عالی سرتاسر12متر بَر پنجره‌دار

✅تمامی عکسها وفیلم واقعی میباشد 
⭐️(مشابه 140 متری) واقعی
✅65مترپذیرایی بزرگ
✅بدون دیوار مشترک | کاملا مشابه تکواحد

⭐️ارتفاع سقف بلند استاندارد  
✅خوش نقشه بدون یک سانت پرتی
✅پنج‌طبقه‌دو‌واحدی
⭐️کابینت هایMDF
✅بهترین کوچه پهن 24 متری
✅بالکن بزرگ
⭐️سر تا سرپنجره ها قدی 
✅نورگیر عالی 
⭐️پارکینگ ساختمان همکف کوچه میباشد خوب vip
✅اتاق‌خواب‌ های بزرگ
⭐️کمد دیواری عمیق
✅آسانسور ایتالیایی‌بدون‌صدا
⭐️فضای اختصاصی جلو درب برای پارکینگ ماشین دوم یا مهمان مربوط به واحدسوپر مارکتی و جا لباس شویی وماشین ظرفشویی

بازدید‌باهماهنگی✅",https://divar.ir/v/۱۰۰متر-عروسک-دلبازخوش-نقشه-۲پارکینگ-مهمان-مشابه۱۳۰/wZu6fsi5,2025-02-15
Not Found,133,18٬620٬000٬000 تومان,Not Found,3,1387,Not Found,Not Found,Not Found,آسانسور | پارکینگ | انباری | بالکن | جنس کف سنگ | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم موتورخانه,"روبه افتاب
ورودی از لابی
بازسازی شده
فروشنده واقعی",Not Found,2025-02-15
فروش آپارتمان 49 متری 1 خوابه در امامت,49,4٬700٬000٬000 تومان,95٬918٬000 تومان,1,1396,4,4,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ ندارد | انباری | جنس کف سرامیک | سرویس بهداشتی ایرانی | سرمایش کولر گازی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"نقشه خانه عالی 
نوگیر و خانه دوبر 
ساختمان ساکت و تک واحدی",https://divar.ir/v/فروش-آپارتمان-۴۹-متری-۱-خوابه-در-امامت/wZwmWWMG,2025-02-15
فروش آپارتمان نوساز 2 خواب در تهرانسر,98,7٬700٬000٬000 تومان,78٬571٬000 تومان,2,1402,1,5,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"آپارتمان به متراژ 98 متر 2 خواب



واحد 2 کله نورگیر از جنوب و شمال


فول امکانات
پارکینگ انباری آسانسور. بالکن

 فوق العاده خوش نقشه 


سالن پرده خور


قیمت بسیار مناسب

بدون هیچگونه هزینه


فقط کافیست بازدید کنید




غفاری
املاک نیک نام",https://divar.ir/v/فروش-آپارتمان-نوساز-۲-خواب-در-تهرانسر/wZf2n0aT,2025-02-15
باغ ویلای مشجر/تهاتر با خودرو/شخصی ساز/شُمال,87,220,2٬700٬000٬000 تومان,2,1401,Not Found,Not Found,وضعیت واحد: بازسازی نشده,پارکینگ | انباری | بالکن,"با احترام قیمت درج شده قیمت کل می باشد
ویو ابدی و دلباز کوه و جنگل
انشعابات سه کنتور نصب
️سند و مدارک تکمیل
شهرکی با نگهبانی 24 ساعته
دسترسی راحت به جنگل و دریا
اقساط بلند مدت+بدون بهره
آقای مدیری",https://divar.ir/v/باغ-ویلای-مشجر-تهاتر-با-خودرو-شخصی-ساز-شُمال/wZvChEcz,2025-02-15
واحد 66متردوخواب / تک واحدی سال ساخت 83,66,3٬400٬000٬000 تومان,51٬515٬000 تومان,2,1383,Not Found,Not Found,تعداد واحد در طبقه: ۱ | وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ | انباری,"بنام خداوند یکتا

✅ واحد 66متر دو خواب  
✅ پارکینگ غیرمزاحم
✅طبقه 3
 ✅تک واحدی
✅ نورگیر  عالی
✅ملک خوش نقشه  
✅محیط آرام ، مشاعات شیک 
✅لوکیشن  عالی 
✅قیمت پارکینگ 200میلیون جداگانه محاسبه میشه
✅مالک فروشنده 
جهت‌   دریافت اطلاعات تکمیلی و هماهنگی تایم بازدید تماس بگیرید .

کارشناس و مشاور شما : حیدری",https://divar.ir/v/واحد-۶۶متردوخواب-تک-واحدی-سال-ساخت-۸۳/wZL29M7z,2025-02-15
53متر2خواب فول بازسازی دنج و سرمایه‌گذاری,53,2٬980٬000٬000 تومان,56٬226٬000 تومان,2,1390,1,4,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی شده,آسانسور ندارد | پارکینگ ندارد | انباری | بالکن ندارد | جنس کف سرامیک | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,"⭐️ *هلدینگ بزرگ سام*⭐️

♦️ *با 2 شعبه و حدود 300 مشاور پیگیر خرید شما عزیزان هستیم*♦️

⏏️ کد325

✅  53متر
✅ 2 خواب
✅ 4 طبقه  1واحدی
✅ طبقه اول

امکانات : 
✅انباری
✅گذر پهن دسترسی عالی
✅جای پارک فراوان 
✅400میلیون رهن تا برج3

سال ساخت:1390

آدرس :نوری//صباغ زاده 

کارشناس تخصصی فروش :
آقای معدن دار 

#املاک_سام
#خرید_آپارتمان",https://divar.ir/v/۵۳متر۲خواب-فول-بازسازی-دنج-و-سرمایه-گذاری/wZSCSlh6,2025-02-15
