,title,propertysize,totalprice,roomcount,buildyear,floornumber,totalfloors,characteristics,features,exchangeable,description,url,crawldate,city,totalprice_int,buildyear_int,elevator,warehouse,parking,document_type,pricepermeter,predicted_neighborhood,text
4546,آپارتمان 66متری/2 خواب/با امکانات/سرمایه گذاری,66.0,4٬100٬000٬000 تومان,2.0,1395,1.0,4.0,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ ندارد | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,,"✨ بنام روزی دهنده بی منت ✨

⭕ سرمایه گذاران و خریداران محترم بشتابید ⭕
         ⭕ این آخرین بازدید شماست ⭕
    ـ واحد کارشناسی شده و ب قیمت رسیده ـ
ـ

ـ سالن مربع و پرده خور  مناسب هر مدل چیدمان ـ

ـ اتاق خوابهای (12 و 15متری)،مَستر ـ

ـ آشپزخانه دلباز و پر کابینت ـ

ـ ساختمان آرام و مشاعات تمیز ـ 

ـ نور مسقیم خورشید از دو طرف واحد ـ

ـ گذر عریض بدون هیچ گونه مشکل تردد ـ
ـ
امکانات :
✅ آسانسور 
✅ انباری بزرگ و جا دار
✅ بالکن کاربردی 
ـ
         ـ سند تک برگ آماده انتقال ـ
✔️ قابلیت هر نوع وام ✔️
✔️ دسترسی آسان و عالی 

تک بازدید = ✅ خرید
ـ
✅ فایلینگ اختصاصی با هر بودجه و سلیقه ایی منطقه 9.10.11
✅ خرید و فروش مطمئن با تمامی استعلامات سند 
✅ زیر نظر دفتر حقوقی و وکلای املاک بزرگ سام
ـ
✅ خرید خوب هنر است . با ما ب قیمت خرید کنید ✅
✨ مشاوره در امور خرید و فروش ملک ✨ محمد مُریدی ✨",https://divar.ir/v/آپارتمان-66متری-2-خواب-با-امکانات-سرمایه-گذاری/wZciK1qG,2025-02-15,tehran,4100000000.0,1395.0,Yes,Yes,No,تک‌برگ ,62121212.121212125,منطقه ,منطقه 
4549,فروش آپارتمان 109 متری 2 خوابه در تهران‌سر,109.0,8٬150٬000٬000 تومان,2.0,1403,2.0,8.0,تعداد واحد در طبقه: ۸ | سند: تک‌برگ | جهت ساختمان: شرقی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش داکت اسپلیت | گرمایش داکت اسپلیت | تأمین‌کننده آب گرم پکیج,,"دفتر فروش برج های مجلل کیسان تهرانسر
فروش آپارتمان 109 متری دوخواب فول 
بسیار خوش نقشه و نورگیر
شرایط پرداخت متنوع 
سند تک برگ واحد دارای وام 550 میلیونی بانک مسکن با بازپرداخت 12 ساله
مجتمع فول امکانات:لابی و لابی من 24 ساعته/3لاین آسانسور و باربری/سالن اجتماعات و روف گاردن/مهد کودک و کافی شاپ/پارکینگ مهمان
فضای سبز و پوشش گیاهی عالی 
خرید مستقیم از سازنده 
بازدید همه روزه،آخرین بازدید شما در منطقه
از بازدید تا دریافت سند کنار شما هستیم 
دفتر فروش پروژه :قادری",https://divar.ir/v/فروش-آپارتمان-۱۰۹-متری-۲-خوابه-در-تهران-سر/wZw6l8wv,2025-02-15,tehran,8150000000.0,1403.0,Yes,Yes,Yes,تک‌برگ ,74770642.20183486,تهرانسر,تهرانسر
4550,فروش آپارتمان 93 متری 2 خوابه در افسریه,93.0,6٬850٬000٬000 تومان,2.0,1401,,,سند: تک‌برگ | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,,"آپارتمان نو ساز کلید نخورده
دو خوابه همراه با کمد دیواری
یک خواب مستر
فوق العاده خوش نقشه 
پذیرایی بزرگ و بدون پرتی
*آپارتمان دو کله میباشد*
پارکینگ با قابلیت پارک دو ماشین شخصی و مهمان
ساختمان بسیار ساکت با همسایگانی محترم
بازدید همه روزه با هماهنگی قبلی. 
ارتباط مستقیم با مالک
عزیزان ملک فاقد کابینت و کولر میباشد و در صورت معامله هزینه های تهیه ی این موارد بصورت تعاملی با مالک کاهش میابد.",https://divar.ir/v/فروش-آپارتمان-۹۳-متری-۲-خوابه-در-افسریه/wZwil96O,2025-02-15,tehran,6850000000.0,1401.0,Yes,Yes,Yes,تک‌برگ ,73655913.97849463,افسریه,افسریه
4552,فروش آپارتمان 67 متری مناسب(سرمایه گذاری),67.0,6٬700٬000٬000 تومان,1.0,1399,,,سند: تک‌برگ | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سنگ,,"تنها فرصت سرمایه گذاری برای شما دوست عزیز 

تمامی اطلاعات درج شده واقعی میباشد 
فرصتی تکرار نشدنی برای شما 

67متر 1خواب فول امکانات همراه با تراس کاربردی 
نور نقشه بدون مشابه 
مهندسی ساخت و بدون یک سانتی متر پرتی 
نما مشاعات هتلینگ 
لابی و لابی من 
سازه حاج رحیم قربانی 
بهترین دسترسی از هر لحاظ 
اولویت با اولین بازدید کننده 

[[[ با مشاور شاهی شاهانه زندگی کنید]]]",https://divar.ir/v/فروش-آپارتمان-۶۷-متری-مناسب-سرمایه-گذاری/wZw21Y-K,2025-02-15,tehran,6700000000.0,1399.0,Yes,Yes,Yes,تک‌برگ ,100000000.0,سپهر,سپهر
4556,فروش آپارتمان 83متر فول اردیبهشت جنوبی,83.0,7٬400٬000٬000 تومان,2.0,1387,1.0,4.0,تعداد واحد در طبقه: ۳ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم موتورخانه,,"******* همین حالا تماس بگیرید*******

               83 متر        2خواب کاربردی

     آسانسور     پارکینگ    انباری کاربردی    بالکن 

   پاسیو مسقف قابل استفاده       حیاط اختصاصی

             بازسازی شده بدون 1 ریال هزینه

             خوش نقشه پلان قابل چیدمان

       دسترسی عالی به امور رفاهی و مراکز خرید 

               قیمت بدون مشابه در منطقه

                      قابلیت دریافت وام

           قابلیت رهن تا 1 میلیارد و 100 میلیون

            کارشناس‌ شما در امور ملکی شاهین

                 زمان‌‌ پاسخگویی نامحدود",https://divar.ir/v/فروش-آپارتمان-۸۳متر-فول-اردیبهشت-جنوبی/wZwiFP_W,2025-02-15,tehran,7400000000.0,1387.0,Yes,Yes,Yes,تک‌برگ ,89156626.50602409,آزادگان,آزادگان
4557,87 متر فول امکانات/ خیابان خوش / نوساز سندآماده,87.0,6٬850٬000٬000 تومان,2.0,1403,2.0,5.0,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,,"87 متر دو خوابه 

فول امکانات 
با پارکینگ سندی غیرمزاحم + آسانسور + بالکن + انباری 

طبقه دوم 

کلا 5 طبقه دو واحدی 

نوساز کلید نخورده 
سند آماده 

سالن پرده خور 

کابینت به سلیقه مشتری زده میشه 

یک میلیارد رهن میره به عهده املاک 

سازنده به نام منطقه و سازه بسیار عالی 

قیمت کل = 6850 + پارکینگ جداگانه محاسبه می‌شود 

آدرس ملک = خیابان خوش بالاتر از امام خمینی کوچه اسکویی 

ملک های مشابه و متناسب با بودجه شما موجود میباشد

 مشاور امیر افشین",https://divar.ir/v/۸۷-متر-فول-امکانات-خیابان-خوش-نوساز-سندآماده/wZtmbC_k,2025-02-15,tehran,6850000000.0,1403.0,Yes,Yes,Yes,تک‌برگ ,78735632.18390805,خوش,خوش
4558,77 متر نوساز خوش نقشه,77.0,16٬500٬000٬000 تومان,2.0,1403,3.0,5.0,تعداد واحد در طبقه: ۲ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سنگ | سرویس بهداشتی ایرانی و فرنگی | سرمایش داکت اسپلیت | گرمایش داکت اسپلیت | تأمین‌کننده آب گرم پکیج,,"✅77 متر 2 خواب
✅خوش نقشه 
✅ نوساز کلید نخورده
✅روبه کوچه
✅سالن پرده خور 

✅طبقه سوم
✅مهندسی ساز
✅بهترین سرمایه گذاری 
✅لوکیشن خوب گیشا

⚜️متریال عالی
⚜️ مناسب سکونت و سرمایه گذاری 
⚜️قابلیت رهن تا یک میلیارد و هشتصد 
⚜️تخفیف پای نشست 

✅فروشنده واقعی
✅بهترین خرید شب عید 

❌بازدید این ملک رو از دست ندید


☑️جهت شنیدن توضیحات بیشتر تماس حاصل فرمایید 
پژمان 
املاک چلسی گیشا ☑️",https://divar.ir/v/۷۷-متر-نوساز-خوش-نقشه/wZnCyC8k,2025-02-15,tehran,16500000000.0,1403.0,Yes,Yes,Yes,,214285714.2857143,گیشا,گیشا
4559,125متر در بهترین لوکیشن امامت,125.0,12٬800٬000٬000 تومان,2.0,1400,1.0,5.0,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ | انباری ندارد | بالکن ندارد | جنس کف پارکت لمینت | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر گازی | گرمایش داکت اسپلیت | تأمین‌کننده آب گرم پکیج,,"️املاک افرا
مشاور شما: شکوهی
☑️بهترین ها را با افرا تجربه کنید. 
دوستان افرایی سلام
مثل همیشه یه مورد عالی براتون دارم


☑️با قیمتی باور نکردنی!!! 
☑️مشاور شما: آقای شکوهی 
☑️افرا با 15 سال سابقه درخشان کنارته و با معرفی کاملترین فایلهای منطقه بهت کمک میکنه تا مورد دلخواهتو پیدا کنی. 
☑️با هر نقدینگی صاحب خانه شوید. 
☑️برای معرفی فایل های مشابه حضورا تشریف بیاورید. 
☑️مشاوره در خرید و فروش،ساخت و بازسازی 
آدرس : امامت، ابتدای خیابان قاسم زاده ، نبش گلها ، املاک افرا",https://divar.ir/v/۱۲۵متر-در-بهترین-لوکیشن-امامت/wZwuFcGp,2025-02-15,tehran,12800000000.0,1400.0,Yes,No,Yes,تک‌برگ ,102400000.0,امامت,امامت
4565,فروش آپارتمان 40 متری 1 خوابه طبقه 4 در بریانک,40.0,2٬260٬000٬000 تومان,1.0,1380,4.0,4.0,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ ندارد | انباری | بالکن | جنس کف سرامیک,,"ملک دو نبش نور گیر عالی خوش نقشه
گذر کوچه پهن 
دسترسی به مترو و بی آرتی 
آماده تخلیه 

جهت عکس های مربوط به واحد پیام بدهید با تشکر",https://divar.ir/v/فروش-آپارتمان-۴۰-متری-۱-خوابه-طبقه-۴-در-بریانک/wZwyFp-H,2025-02-15,tehran,2260000000.0,1380.0,No,Yes,No,تک‌برگ ,56500000.0,بریانک,بریانک
4567,117 متر/ کلید نخورده/ غرق نور,117.0,10٬950٬000٬000 تومان,2.0,1403,,,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سنگ,,"بدون مشابه قیمتی در کل منطقه 2

   ❌به شدت مناسب مصرف کننده میباشد❌

⚜117 متر کلید نخورده(2خواب استانداردو نورگیر)
⚜سالن سرتاسر پرده خور (از دو جت نورگیر)
⚜نقشه بدون پرتی و ضعف میباشد 
⚜مشاعات بسیار شیک(تا سقف سنگ درجه یک)
⚜لوکیشن تاپ و دنج میباشد 
⚜از بهترین متریال در ساخت استفاده شده
⚜قابلیت رهن حداقل تا 1/800
⚜ساختمان کم جمعیت

✅مالک به شدت فروشنده 

✔ لطفا فقط خریدار واقعی و نقد (پرداختی عرف) تماس بگیرد 

**این ملک تک بازدید میباشد (بازدید=خرید)**

⚫ دریافت اطلاعات بیشتر در اولین تماس 

مشاور: 
سعیدی",https://divar.ir/v/۱۱۷-متر-کلید-نخورده-غرق-نور/wZwilVwL,2025-02-15,tehran,10950000000.0,1403.0,Yes,Yes,Yes,,93589743.58974358,آبادان,آبادان
4568,فروش آپارتمان 45 متری 1 خوابه طبقه 1 در هفت حوض,45.0,4٬250٬000٬000 تومان,1.0,1385,,,وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ ندارد | انباری,,"✅   جهت استفاده و  سرمایه گذاری عالی✅
⚜45 متر
⚜تک خواب
⚜4طبقه/ 2واحدی
⚜طبقه اول
⚜دارای انباری و بالکن
⚜17 ساله(بازسازی شده صفر تا صد)
⚜شیک و خوش نقشه
⚜قابلیت رهن تا 650 تومان

                  ✅مشاور شما مازنی ✅
آدرس دفتر املاک
خیابان سامان جنوبی.پایین تر از جویبار.پلاک 36(املاک پاییزان)",https://divar.ir/v/فروش-آپارتمان-۴۵-متری-۱-خوابه-طبقه-۱-در-هفت-حوض/wZoyWif9,2025-02-15,tehran,4250000000.0,1385.0,No,Yes,No,,94444444.44444445,هفت حوض,هفت حوض
